Date,Temperature,DewPoint,Humidity,SeaLvlPressure,Visibility,Wind
2015-10-18,71,35,33,30.27,10,4
2015-10-19,70,45,46,30.19,10,4
2015-10-20,73,58,61,30.08,10,4
2015-10-21,79,68,71,30.06,10,8
2015-10-22,76,70,85,29.97,7,7
2015-10-23,76,73,91,29.89,7,6
2015-10-24,68,66,94,29.9,4,9
2015-10-25,61,57,89,30.02,8,9
2015-10-26,69,54,62,29.97,10,6
2015-10-27,71,53,61,29.85,10,3
2015-10-28,70,50,53,29.85,10,4
2015-10-29,66,54,66,29.89,10,4
2015-10-30,71,70,90,29.73,4,8
2015-10-31,71,65,82,29.75,8,4
2015-11-01,67,57,75,29.96,10,3
2015-11-02,68,58,75,29.98,5,3
2015-11-03,69,59,74,30.01,7,3
2015-11-04,70,64,82,30.02,9,5
2015-11-05,79,72,83,29.97,9,6
2015-11-06,68,54,62,30.06,10,3
2015-11-07,60,54,79,30.17,8,8
2015-11-08,62,43,56,30.23,10,5
2015-11-09,63,50,66,30.12,10,1
2015-11-10,67,63,82,30.02,10,4
2015-11-11,77,64,62,29.87,10,7
2015-11-12,64,36,36,30.19,10,6
2015-11-13,61,39,47,30.28,10,4
2015-11-14,60,46,66,30.3,10,3
2015-11-15,62,53,73,30.18,10,4
2015-11-16,70,67,92,29.85,8,7
2015-11-17,61,55,69,29.66,8,4
2015-11-18,58,42,64,29.86,10,2
2015-11-19,63,46,59,30.08,10,1
2015-11-20,65,55,67,30.03,10,4
2015-11-21,54,47,63,30.12,10,7
2015-11-22,47,29,56,30.32,10,2
2015-11-23,48,33,61,30.29,10,2
2015-11-24,56,50,74,30.14,10,3
2015-11-25,68,61,77,30.07,10,5
2015-11-26,71,69,91,30.1,8,7
2015-11-27,58,58,94,30.14,6,7
2015-11-28,42,39,91,30.23,9,7
2015-11-29,45,42,91,30.18,8,4
2015-11-30,50,45,86,30.06,10,2
2015-12-01,53,43,72,30.05,10,2
2015-12-02,55,40,65,30.18,10,3
2015-12-03,52,37,61,30.38,10,1
2015-12-04,50,38,66,30.45,10,2
2015-12-05,51,39,66,30.43,10,2
2015-12-06,57,46,71,30.4,10,2
2015-12-07,57,43,64,30.27,10,1
2015-12-08,59,48,70,30.03,10,3
2015-12-09,62,47,61,29.98,10,2
2015-12-10,65,58,78,29.86,8,4
2015-12-11,66,61,79,29.83,6,6
2015-12-12,73,67,85,29.75,9,9
2015-12-13,60,52,84,29.7,6,4
2015-12-14,59,41,57,29.78,10,3
2015-12-15,64,60,86,29.72,10,4
2015-12-16,55,29,40,29.92,10,8
2015-12-17,54,31,54,30.08,10,4
2015-12-18,46,31,55,30.37,10,3
2015-12-19,51,40,68,30.4,10,4
2015-12-20,59,56,89,30.12,10,5
2015-12-21,65,61,79,29.96,9,2
2015-12-22,64,57,69,29.7,10,5
2015-12-23,67,54,59,29.57,9,3
2015-12-24,63,56,81,29.84,9,1
2015-12-25,61,53,77,29.95,9,2
2015-12-26,74,69,85,29.72,9,10
2015-12-27,55,47,89,29.68,8,10
2015-12-28,41,30,75,29.94,10,8
2015-12-29,43,36,74,30.09,8,3
2015-12-30,49,42,80,30.23,7,4
2015-12-31,46,39,78,30.32,10,6
2016-01-01,42,26,61,30.3,10,4
2016-01-02,45,28,59,30.26,10,1
2016-01-03,52,39,70,30.3,10,3
2016-01-04,48,31,58,30.33,10,4
2016-01-05,46,36,68,30.28,10,3
2016-01-06,50,47,86,30.05,5,3
2016-01-07,61,50,71,29.9,5,2
2016-01-08,55,50,86,29.79,7,3
2016-01-09,48,34,59,30.02,10,9
2016-01-10,42,26,61,30.3,10,4
2016-01-11,45,28,59,30.26,10,1
2016-01-12,50,34,58,30.28,10,2
2016-01-13,52,39,68,30.17,10,2
2016-01-14,59,50,75,29.91,10,3
2016-01-15,59,39,58,29.79,10,3
2016-01-16,54,37,61,29.96,10,5
2016-01-17,45,32,65,30.19,10,3
2016-01-18,48,36,70,30.32,10,2
2016-01-19,56,47,78,30.19,7,4
2016-01-20,51,39,70,30.1,10,4
2016-01-21,54,46,66,30,6,7
2016-01-22,46,29,56,30.31,10,8
2016-01-23,44,30,61,30.28,10,3
2016-01-24,53,41,61,30.03,10,5
2016-01-25,66,51,66,29.94,10,4
2016-01-26,51,32,50,30.2,10,10
2016-01-27,48,26,47,30.32,10,5
2016-01-28,52,32,53,30.17,10,2
2016-01-29,57,35,53,30.02,10,4
2016-01-30,62,46,59,29.87,10,6
2016-01-31,72,54,55,29.81,10,5
2016-02-01,66,54,73,29.74,7,8
2016-02-02,62,27,28,29.78,10,6
2016-02-03,49,25,41,30.2,10,7
2016-02-04,47,23,49,30.46,10,3
2016-02-05,48,28,47,30.38,10,4
2016-02-06,51,31,51,30.35,10,7
2016-02-07,50,33,62,30.23,10,3
2016-02-08,56,20,37,30.34,10,8
2016-02-09,57,27,40,30.32,10,6
2016-02-10,56,33,54,30.3,10,3
2016-02-11,68,37,36,30.12,10,5
2016-02-12,63,43,60,30.21,10,3
2016-02-13,64,47,60,30.25,10,6
2016-02-14,66,55,71,29.97,10,6
2016-02-15,62,49,59,29.89,10,5
2016-02-16,63,40,49,29.99,10,4
2016-02-17,63,33,35,30.2,10,6
2016-02-18,67,54,68,30.16,10,9
2016-02-19,73,58,63,30.1,10,8
2016-02-20,71,62,76,30.03,10,6
2016-02-21,68,63,86,30,10,3
2016-02-22,65,56,74,29.88,10,4
2016-02-23,54,50,76,29.73,8,9
2016-02-24,54,30,49,30.18,10,7
2016-02-25,54,31,53,30.31,10,5
2016-02-26,53,29,42,30.4,10,3
2016-02-27,58,45,62,30.24,10,5
2016-02-28,67,55,72,30.04,10,7
2016-02-29,70,60,72,30.04,10,6
2016-03-01,70,55,62,30.02,10,8
2016-03-02,64,47,59,30.06,10,6
2016-03-03,73,50,53,29.97,10,7
2016-03-04,61,37,48,30.12,10,4
2016-03-05,68,54,66,30.13,10,6
2016-03-06,68,57,74,30.08,9,9
2016-03-07,70,62,76,29.83,9,11
2016-03-08,76,66,74,29.69,8,9
2016-03-09,65,58,92,29.75,6,8
2016-03-10,61,59,92,29.88,8,8
2016-03-11,65,61,87,29.93,7,3
2016-03-12,66,56,75,29.9,10,4
2016-03-13,71,51,59,29.79,8,4
2016-03-14,73,50,48,29.79,10,5
2016-03-15,80,58,59,29.79,7,6
2016-03-16,71,57,61,29.93,9,5
2016-03-17,73,66,76,29.88,6,4
2016-03-18,68,66,85,29.82,7,5
2016-03-19,55,36,52,30.16,10,11
2016-03-20,53,28,44,30.39,10,5
2016-03-21,52,34,57,30.37,10,4
2016-03-22,62,50,67,30.06,10,9
2016-03-23,74,62,71,29.8,10,9
2016-03-24,59,46,51,29.93,8,8
2016-03-25,57,41,60,29.95,10,4
2016-03-26,61,53,75,29.9,9,4
2016-03-27,65,55,70,30.03,8,5
2016-03-28,62,42,51,30.09,10,4
2016-03-29,64,62,76,29.91,5,6
2016-03-30,73,69,88,29.74,5,7
2016-03-31,76,56,59,29.67,7,5
2016-04-01,59,45,57,29.97,9,8
2016-04-02,60,38,50,30.24,10,5
2016-04-03,62,41,58,30.18,10,3
2016-04-04,68,46,48,30.15,10,4
2016-04-05,68,47,50,30.14,10,5
2016-04-06,69,48,56,30.04,10,6
2016-04-07,67,45,55,30.01,10,3
2016-04-08,68,43,51,30.11,10,4
2016-04-09,68,53,63,30.09,10,5
2016-04-10,72,62,75,29.96,10,8
2016-04-11,80,68,74,29.89,10,5
2016-04-12,68,61,83,30.03,8,7
2016-04-13,65,60,83,30.04,8,4
2016-04-14,66,56,75,30,6,4
2016-04-15,67,58,77,29.87,8,5
2016-04-16,70,66,92,29.84,7,8
2016-04-17,71,67,90,29.93,5,6
2016-04-18,69,65,87,30.05,6,4
2016-04-19,72,64,79,30.06,6,2
2016-04-20,71,63,72,29.98,9,4
2016-04-21,72,61,70,29.97,8,5
2016-04-22,72,55,63,30.06,10,4
2016-04-23,69,54,61,30.02,10,3
2016-04-24,71,63,79,29.86,10,6
2016-04-25,79,69,76,29.77,10,7
2016-04-26,79,69,77,29.67,8,9
2016-04-27,76,58,54,29.69,8,5
2016-04-28,75,66,71,29.78,8,7
2016-04-29,80,73,82,29.65,7,7
2016-04-30,76,67,73,29.7,8,4
2016-05-01,72,60,69,29.89,10,7
2016-05-02,64,51,68,30.07,10,7
2016-05-03,67,48,60,30.08,10,4
2016-05-04,71,51,57,30.04,10,5
2016-05-05,74,53,51,30.02,10,4
2016-05-06,71,53,60,30.03,10,3
2016-05-07,73,58,65,29.96,10,6
2016-05-08,70,65,88,29.85,10,8
2016-05-09,77,66,69,29.76,10,7
2016-05-10,79,70,75,29.87,6,8
2016-05-11,76,67,76,29.98,8,6
2016-05-12,76,68,78,30.09,9,4
2016-05-13,79,67,69,30.09,10,4
2016-05-14,72,68,87,30.07,6,2
2016-05-15,67,62,83,30.05,9,4
2016-05-16,74,66,84,29.92,6,5
2016-05-17,74,66,83,29.92,6,5
2016-05-18,71,61,77,30.02,10,7
2016-05-19,69,61,84,29.97,5,5
2016-05-20,73,62,74,29.98,9,3
2016-05-21,77,69,81,30,10,4
2016-05-22,80,72,82,29.94,10,5
2016-05-23,78,72,84,29.88,9,7
2016-05-24,81,72,76,29.91,10,8
2016-05-25,82,75,81,29.96,8,6
2016-05-26,79,73,76,29.84,8,7
2016-05-27,71,66,87,29.76,8,6
2016-05-28,78,69,79,29.9,6,5
2016-05-29,79,71,78,30.03,8,6
2016-05-30,78,67,67,29.99,8,5
2016-05-31,75,71,85,29.87,8,3
2016-06-01,78,69,75,29.88,6,2
2016-06-02,76,69,76,29.88,7,4
2016-06-03,75,66,74,29.89,6,3
2016-06-04,77,68,76,29.89,9,5
2016-06-05,78,62,66,29.86,10,6
2016-06-06,80,59,53,29.85,10,4
2016-06-07,81,65,64,29.88,10,2
2016-06-08,81,70,71,29.9,10,3
2016-06-09,82,70,73,29.92,10,5
2016-06-10,80,71,77,29.95,10,3
2016-06-11,85,74,72,30,9,6
2016-06-12,86,76,74,30,10,6
2016-06-13,85,75,76,29.94,10,5
2016-06-14,86,74,71,29.85,10,6
2016-06-15,87,73,66,29.9,8,7
2016-06-16,86,73,71,29.94,9,6
2016-06-17,87,73,70,29.93,10,6
2016-06-18,86,73,67,29.96,9,4
2016-06-19,86,73,67,30.06,10,4
2016-06-20,85,71,65,30.14,10,4
2016-06-21,86,71,66,30.08,10,4
2016-06-22,86,72,72,30,10,6
2016-06-23,85,72,70,30.03,10,6
2016-06-24,84,73,73,30.01,10,6
2016-06-25,83,75,81,30.03,10,5
2016-06-26,86,73,73,30.07,9,5
2016-06-27,86,71,65,30.06,10,2
2016-06-28,87,71,69,30.02,9,3
2016-06-29,84,70,66,29.97,10,2
2016-06-30,85,71,65,29.94,10,4
2016-07-01,85,71,70,29.97,10,5
2016-07-02,87,73,67,29.97,10,7
2016-07-03,88,74,67,29.91,10,8
2016-07-04,90,74,62,29.9,10,8
2016-07-05,89,74,65,29.95,9,8
2016-07-06,90,73,68,29.94,10,8
2016-07-07,89,73,64,29.92,10,9
2016-07-08,90,73,64,29.96,10,7
2016-07-09,89,73,65,29.99,10,7
2016-07-10,87,74,67,29.95,9,6
2016-07-11,90,71,60,29.88,10,9
2016-07-12,89,72,64,29.91,10,9
2016-07-13,91,73,64,29.96,10,8
2016-07-14,89,73,64,29.96,10,8
2016-07-15,90,71,62,29.97,10,7
2016-07-16,88,72,66,29.98,10,5
2016-07-17,88,72,63,30.02,10,7
2016-07-18,89,72,65,30.09,10,5
2016-07-19,89,72,64,30.11,10,5
2016-07-20,89,72,62,30.12,10,5
2016-07-21,89,69,60,30.07,10,4
2016-07-22,89,69,59,30.01,10,4
2016-07-23,90,71,60,29.93,10,6
2016-07-24,90,73,64,29.91,10,5
2016-07-25,89,73,66,29.91,9,3
2016-07-26,84,75,76,29.93,7,2
2016-07-27,83,74,78,29.97,6,3
2016-07-28,86,73,70,29.98,10,3
2016-07-29,85,72,67,29.97,10,4
2016-07-30,87,73,71,29.98,10,5
2016-07-31,90,73,64,29.91,10,5
2016-08-01,87,70,62,30,10,6
2016-08-02,87,72,67,30.03,10,5
2016-08-03,88,72,68,29.98,10,4
2016-08-04,88,72,65,29.92,10,5
2016-08-05,89,73,67,29.93,10,5
2016-08-06,89,71,63,29.93,10,4
2016-08-07,89,72,65,29.89,10,6
2016-08-08,89,72,65,29.86,10,5
2016-08-09,91,73,66,29.88,10,6
2016-08-10,92,73,64,29.93,10,5
2016-08-11,90,74,64,29.91,10,5
2016-08-12,92,73,63,29.81,10,5
2016-08-13,87,73,73,29.82,10,3
2016-08-14,78,75,90,29.91,7,3
2016-08-15,74,72,97,30,5,2
2016-08-16,77,73,90,30.02,6,3
2016-08-17,80,75,90,30.06,8,3
2016-08-18,81,75,84,30.04,9,2
2016-08-19,84,75,76,29.94,9,5
2016-08-20,78,74,87,29.89,8,4
2016-08-21,78,73,87,29.97,9,2
2016-08-22,83,74,75,30.05,9,4
2016-08-23,86,74,70,30.09,10,7
2016-08-24,85,73,72,30.09,10,6
2016-08-25,84,73,75,30.04,10,2
2016-08-26,84,73,73,30,10,3
2016-08-27,82,71,73,29.96,10,3
2016-08-28,83,72,72,29.98,9,3
2016-08-29,82,72,75,29.98,9,5
2016-08-30,83,72,73,29.97,10,4
2016-08-31,84,72,75,29.93,10,2
2016-09-01,86,72,70,29.92,10,4
2016-09-02,84,72,73,29.97,10,3
2016-09-03,83,72,73,29.95,9,3
2016-09-04,84,73,73,29.96,9,3
2016-09-05,84,74,77,30.01,10,5
2016-09-06,86,76,79,30.07,10,6
2016-09-07,87,76,75,30.08,10,6
2016-09-08,86,73,70,29.99,10,6
2016-09-09,86,73,72,29.93,10,6
2016-09-10,82,71,68,30.06,9,6
2016-09-11,81,66,64,30.08,10,2
2016-09-12,82,69,70,29.94,10,3
2016-09-13,84,72,73,29.96,10,3
2016-09-14,84,71,66,30.02,10,3
2016-09-15,83,71,70,29.97,10,3
2016-09-16,85,71,69,29.92,10,2
2016-09-17,85,72,67,29.94,10,1
2016-09-18,87,73,70,29.93,10,2
2016-09-19,88,73,68,29.97,10,3
2016-09-20,87,71,66,30.01,10,3
2016-09-21,86,69,62,29.99,10,2
2016-09-22,82,69,64,29.95,10,5
2016-09-23,85,74,73,29.96,9,5
2016-09-24,87,74,72,29.95,10,5
2016-09-25,79,73,83,29.98,9,4
2016-09-26,70,69,89,30.08,7,6
2016-09-27,74,62,71,30.07,10,3
2016-09-28,77,60,61,30.04,10,1
2016-09-29,75,55,61,30.15,10,5
2016-09-30,72,52,54,30.14,10,2
2016-10-01,70,56,65,30.06,10,1
2016-10-02,72,58,65,30.02,10,2
2016-10-03,75,61,66,29.91,10,3
2016-10-04,81,69,69,29.8,10,5
2016-10-05,84,72,72,29.87,10,5
2016-10-06,84,72,71,29.91,10,5
2016-10-07,76,69,74,30.02,10,5
2016-10-08,74,60,69,30.18,10,5
2016-10-09,71,47,49,30.21,10,4
2016-10-10,68,46,53,30.16,10,1
2016-10-11,71,53,57,30.09,10,1
2016-10-12,76,65,66,30.04,10,3
2016-10-13,79,69,73,30.09,10,2
2016-10-14,77,67,74,30.1,7,3
2016-10-15,81,70,70,30.02,10,4
2016-10-16,85,70,66,29.94,10,5
2016-10-17,84,70,69,29.86,10,6
2016-10-18,84,71,67,29.85,10,6
2016-10-19,84,71,71,29.93,10,5
2016-10-20,74,61,60,30.07,10,7
2016-10-21,65,45,50,30.23,10,3
2016-10-22,64,45,57,30.17,10,2
2016-10-23,70,55,63,30.15,10,3
2016-10-24,77,64,71,30.19,10,4
2016-10-25,77,63,72,30.16,8,3
2016-10-26,76,62,69,30.12,10,2
2016-10-27,76,62,68,30.16,10,3
2016-10-28,74,60,67,30.16,10,2
2016-10-29,75,62,68,30.13,10,2
2016-10-30,76,63,67,30.11,10,2
2016-10-31,73,62,72,30.05,8,3
2016-11-01,81,71,72,29.98,9,5
2016-11-02,81,72,78,30.06,9,6
2016-11-03,74,70,84,30.19,8,5
2016-11-04,71,66,89,30.24,9,4
2016-11-05,68,66,91,30.22,6,2
2016-11-06,68,60,85,30.13,10,2
2016-11-07,66,65,94,30.09,5,2
2016-11-08,66,64,92,30.16,8,4
2016-11-09,63,61,94,30.23,6,6
2016-11-10,64,55,72,30.29,10,3
2016-11-11,65,57,79,30.25,8,2
2016-11-12,67,57,72,30.22,8,4
2016-11-13,65,55,75,30.18,10,2
2016-11-14,69,58,74,30.09,6,2
2016-11-15,73,55,60,30.04,10,2
2016-11-16,71,52,58,29.97,10,3
2016-11-17,70,61,74,29.9,9,7
2016-11-18,66,55,62,30.1,10,7
2016-11-19,52,30,46,30.54,10,5
2016-11-20,51,32,55,30.35,10,2
2016-11-21,61,48,64,30.09,10,5
2016-11-22,69,64,83,29.94,9,5
2016-11-23,62,54,71,30.11,9,3
2016-11-24,61,52,70,30.19,10,1
2016-11-25,61,57,87,30.32,10,4
2016-11-26,62,51,69,30.31,10,2
2016-11-27,66,59,75,29.93,10,6
2016-11-28,65,49,53,29.57,10,6
2016-11-29,64,42,53,29.67,10,3
2016-11-30,55,33,45,30.02,10,4
2016-12-01,53,34,56,30.08,10,3
2016-12-02,58,49,77,30.05,10,4
2016-12-03,51,49,95,29.97,6,6
2016-12-04,51,48,88,30.01,8,6
2016-12-05,50,48,95,29.85,5,3
2016-12-06,51,45,84,29.94,8,4
2016-12-07,48,45,86,30.11,7,3
2016-12-08,44,31,68,30.49,10,10
2016-12-09,40,20,45,30.6,10,5
2016-12-10,44,37,75,30.37,8,3
2016-12-11,59,55,91,30.04,5,4
2016-12-12,57,47,73,30.02,10,3
2016-12-13,64,54,73,30.01,7,4
2016-12-14,50,43,78,30.18,10,4
2016-12-15,50,42,78,30.31,7,5
2016-12-16,59,54,82,29.94,8,5
2016-12-17,55,59,80,29.78,6,6
2016-12-18,32,12,48,30.49,10,12
2016-12-19,34,12,42,30.68,10,5
2016-12-20,47,20,40,30.46,10,2
2016-12-21,57,32,41,30.2,10,4
2016-12-22,59,36,48,30.26,10,4
2016-12-23,60,54,74,30.1,6,1
2016-12-24,72,66,85,30.02,9,7
2016-12-25,74,65,74,29.94,10,9
2016-12-26,77,69,74,30.11,10,4
2016-12-27,69,58,72,30.2,10,1
2016-12-28,73,64,72,30.08,9,3
2016-12-29,60,27,51,30.38,10,9
2016-12-30,52,23,38,30.31,10,4
2016-12-31,64,51,70,29.9,10,3
2017-01-01,63,52,74,29.85,8,2
2017-01-02,64,54,79,29.85,8,5
2017-01-03,60,39,52,30.04,10,4
2017-01-04,42,28,58,30.13,10,6
2017-01-05,49,35,64,29.96,10,4
2017-01-06,29,15,55,30.31,10,10
2017-01-07,32,11,48,30.74,10,4
2017-01-08,37,18,50,30.64,10,4
2017-01-09,57,47,69,30.3,10,5
2017-01-10,69,56,66,30.02,10,7
2017-01-11,70,60,72,29.95,10,8
2017-01-12,74,63,70,30.04,10,8
2017-01-13,67,63,74,30.25,8,7
2017-01-14,52,50,92,30.33,3,4
2017-01-15,62,59,87,30.01,4,5
2017-01-16,64,56,78,29.97,9,1
2017-01-17,54,48,86,30.11,7,6
2017-01-18,52,48,93,30.09,8,4
2017-01-19,62,52,79,29.83,10,3
2017-01-20,62,50,66,29.74,9,1
2017-01-21,65,51,62,29.58,7,6
2017-01-22,62,34,38,29.75,10,11
2017-01-23,61,36,44,29.94,10,4
2017-01-24,67,51,62,29.71,10,7
2017-01-25,59,36,53,29.92,10,7
2017-01-26,50,27,46,30.27,10,3
2017-01-27,48,24,48,30.35,10,5
2017-01-28,50,31,52,30.35,10,6
2017-01-29,55,30,44,30.32,10,6
2017-01-30,63,30,38,30.19,10,5
2017-01-31,61,36,44,30.03,10,4
2017-02-01,67,52,68,29.98,8,4
2017-02-02,55,35,52,30.22,10,7
2017-02-03,49,34,57,30.37,10,6
2017-02-04,49,46,77,30.24,4,1
2017-02-05,62,59,89,30.06,6,3
2017-02-06,73,65,76,29.91,9,5
2017-02-07,71,54,59,29.8,8,2
2017-02-08,69,41,49,29.88,10,5
2017-02-09,56,31,39,30.28,10,5
2017-02-10,65,51,70,30.16,10,3
2017-02-11,76,64,71,29.99,8,6
2017-02-12,73,61,73,30.09,9,5
2017-02-13,71,55,63,30.05,10,9
2017-02-14,57,47,80,29.94,8,9
2017-02-15,54,33,53,30.16,10,7
2017-02-16,55,36,54,30.1,10,3
2017-02-17,64,50,67,29.85,10,6
2017-02-18,74,56,58,29.78,10,6
2017-02-19,71,66,76,29.84,7,8
2017-02-20,64,57,80,29.95,8,4
2017-02-21,67,43,61,29.97,10,6
2017-02-22,69,45,48,29.86,10,3
2017-02-23,73,49,50,29.64,10,5
2017-02-24,67,35,31,29.8,10,6
2017-02-25,54,28,42,30.13,10,6
2017-02-26,57,50,77,29.95,10,3
2017-02-27,74,65,76,29.92,8,6
2017-02-28,75,67,79,29.89,7,7
2017-03-01,64,45,59,30.08,9,8
2017-03-02,58,22,30,30.4,10,5
2017-03-03,56,29,45,30.48,10,6
2017-03-04,57,52,72,30.33,6,4
2017-03-05,66,60,84,30.11,6,4
2017-03-06,76,66,76,29.94,10,9
2017-03-07,69,51,61,30.12,10,6
2017-03-08,68,50,56,30.23,10,4
2017-03-09,74,64,79,30.13,10,5
2017-03-10,73,62,70,30.11,10,2
2017-03-11,64,62,94,30.09,6,4
2017-03-12,55,47,85,30.21,9,7
2017-03-13,58,48,85,30.14,6,3
2017-03-14,57,43,46,30.24,10,3
2017-03-15,62,49,64,30.26,9,6
2017-03-16,69,59,78,30.19,7,6
2017-03-17,74,62,69,30.12,10,8
2017-03-18,75,63,72,30.23,10,4
2017-03-19,75,62,69,30.2,10,6
2017-03-20,75,60,63,30.11,10,7
2017-03-21,74,61,70,30.06,10,8
2017-03-22,76,62,67,30.07,10,7
2017-03-23,75,59,56,30.02,10,10
2017-03-24,72,63,68,29.91,8,6
2017-03-25,69,46,48,29.97,10,4
2017-03-26,75,61,67,29.84,8,8
2017-03-27,78,66,73,29.83,9,5
2017-03-28,78,66,67,29.78,8,10
2017-03-29,72,56,62,29.76,8,5
2017-03-30,68,46,50,29.85,10,4
2017-03-31,71,53,56,29.76,10,6
2017-04-01,71,63,79,29.82,10,8
2017-04-02,67,61,74,29.75,7,6
2017-04-03,70,51,58,29.72,10,2
2017-04-04,75,55,52,29.67,10,5
2017-04-05,64,39,45,30.04,10,8
2017-04-06,64,43,52,30.21,10,3
2017-04-07,67,48,55,30.17,10,4
2017-04-08,69,58,72,29.99,10,7
2017-04-09,74,64,73,29.9,10,8
2017-04-10,76,69,82,29.98,8,7
2017-04-11,67,65,94,30.12,8,4
2017-04-12,70,61,79,30.16,10,4
2017-04-13,75,64,77,30.14,9,6
2017-04-14,75,62,69,30.07,10,5
2017-04-15,76,64,71,30.03,10,7
2017-04-16,77,66,73,30.01,10,6
2017-04-17,72,65,80,30,10,5
2017-04-18,72,62,73,30,10,4
2017-04-19,77,65,71,30.02,10,6
2017-04-20,79,67,73,30,10,6
2017-04-21,80,66,66,29.86,10,7
2017-04-22,65,55,69,29.99,10,7
2017-04-23,64,42,50,30.1,10,5
2017-04-24,65,49,61,29.87,10,4
2017-04-25,76,65,73,29.58,10,7
2017-04-26,77,57,51,29.56,10,8
2017-04-27,70,50,58,29.72,10,7
2017-04-28,83,68,64,29.58,9,9
2017-04-29,79,66,64,29.59,7,9
2017-04-30,65,44,43,29.89,10,6
2017-05-01,71,48,50,29.93,10,6
2017-05-02,77,56,57,29.9,10,7
2017-05-03,80,66,66,29.8,9,8
2017-05-04,70,43,43,30.03,10,8
2017-05-05,71,42,44,30.03,10,4
2017-05-06,73,49,52,29.95,10,4
2017-05-07,75,57,56,29.94,10,6
2017-05-08,74,61,66,29.97,10,8
2017-05-09,71,68,86,29.96,9,6
2017-05-10,77,68,76,29.91,9,7
2017-05-11,80,70,73,29.88,7,3
2017-05-12,76,57,61,29.9,9,7
2017-05-13,74,54,54,29.91,10,3
2017-05-14,78,61,63,29.89,10,5
2017-05-15,80,64,67,29.9,10,7
2017-05-16,78,67,74,29.8,10,9
2017-05-17,80,69,67,29.77,8,5
2017-05-18,84,71,72,29.75,8,10
2017-05-19,85,69,64,29.74,10,9
2017-05-20,75,67,77,29.89,9,4
2017-05-21,70,61,74,30.05,8,6
2017-05-22,69,62,81,29.99,10,4
2017-05-23,72,62,73,29.89,8,5
2017-05-24,72,49,54,29.83,10,5
2017-05-25,78,60,55,29.72,10,7
2017-05-26,84,72,70,29.81,10,6
2017-05-27,87,74,71,29.85,6,7
2017-05-28,80,71,73,29.87,9,4
2017-05-29,78,67,70,30,10,2
2017-05-30,78,66,68,30.02,10,2
2017-05-31,77,68,74,30.01,10,2
2017-06-01,78,68,75,29.95,10,4
2017-06-02,83,71,70,29.92,10,5
2017-06-03,82,71,69,29.9,10,4
2017-06-04,80,69,76,29.83,9,1
2017-06-05,78,68,72,29.74,9,3
2017-06-06,81,66,67,29.82,10,5
2017-06-07,83,62,55,29.9,10,3
2017-06-08,83,66,60,29.9,10,4
2017-06-09,82,69,69,29.87,10,6
2017-06-10,82,65,62,29.86,10,6
2017-06-11,83,68,62,29.9,10,7
2017-06-12,85,68,62,29.89,10,7
2017-06-13,87,71,63,29.87,10,7
2017-06-14,87,71,63,29.9,10,8
2017-06-15,88,71,65,29.92,10,7
2017-06-16,88,70,60,29.82,10,7
2017-06-17,89,72,61,29.73,10,8
2017-06-18,89,71,60,29.75,10,7
2017-06-19,84,72,72,29.92,10,4
2017-06-20,87,69,60,29.92,10,5
2017-06-21,86,64,54,29.79,10,6
2017-06-22,88,67,54,29.67,10,5
2017-06-23,91,72,63,29.76,10,7
2017-06-24,79,71,70,30.02,8,5
2017-06-25,83,71,67,30.11,10,5
2017-06-26,82,72,74,30.08,8,2
2017-06-27,81,72,75,30,7,3
2017-06-28,82,70,70,29.91,10,4
2017-06-29,87,73,68,29.85,10,6
2017-06-30,89,73,64,29.88,10,8
2017-07-01,89,72,62,30.02,9,7
2017-07-02,89,72,63,30.06,10,6
2017-07-03,88,71,62,30,10,7
2017-07-04,90,72,60,29.97,10,7
2017-07-05,89,70,58,30.01,10,6
2017-07-06,89,71,60,30.06,10,4
2017-07-07,87,71,61,30.05,10,3
2017-07-08,88,67,59,30.02,10,3
2017-07-09,89,67,56,29.99,10,4
2017-07-10,88,65,57,29.95,10,5
2017-07-11,89,69,58,29.96,10,7
2017-07-12,89,70,59,29.99,10,6
2017-07-13,90,70,59,30.06,10,3
2017-07-14,89,69,58,30.07,10,4
2017-07-15,87,70,65,30.01,9,3
2017-07-16,84,69,67,29.93,9,3
2017-07-17,88,71,63,29.9,10,3
2017-07-18,88,70,61,29.98,10,5
2017-07-19,89,70,60,30.07,10,5
2017-07-20,90,69,56,30.03,10,5
2017-07-21,91,68,56,29.95,10,5
2017-07-22,90,68,58,29.9,10,6
2017-07-23,90,71,58,29.88,10,4
2017-07-24,89,71,60,29.95,10,3
2017-07-25,91,71,61,30.03,10,7
2017-07-26,91,70,58,30.03,10,6
2017-07-27,89,67,54,29.97,10,5
2017-07-28,91,64,54,29.9,10,5
2017-07-29,92,64,51,29.86,10,4
2017-07-30,93,68,48,29.91,10,4
2017-07-31,88,61,43,29.97,10,4
